ID,Title,Date,Time,Author,Content_Preview,Image_URL
1362,Maria Manuela e João Gustavo na Copa do Mundo,,16:22,Sérgio Fraiman,"Sérgio, Segue a foto de Maria Manuela com o futuro americano João Gustavo no jogo Uruguai x Itália, que aconteceu hoje na Arena das Dunas. Um abraço, Raphael Marinho Se você foi para algum estádio da ",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi0Vn1RbDkJSz0CzsXxYyY9Z0-t7_P5GhB_udzMk5CM4ofWk5j98n27RzxeZkG4Ow9ZAP-yj0ucBI4X_-BgpnJrDj9WeGS8Noe90qg6dVzObuLsSG9TewiPMJHKL1WMb_TCsGETuzUUBqSK/s1600/foto(1).JPG
7538,Stephenson e Gabriel na Copa do Mundo,,16:19,Sérgio Fraiman,Amigo SérgioSegue umas fotos do jogo Uruguai x Itália eu e meu filho Gabriel no Arena das Dunas e como não podia ser diferente o Mecão se fazendo presente.AbraçoStephenson Se você foi para algum estád,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEilCjjyXJ0h8_RosI-Ts5wgT1-pfgbJzO0Z7JGKqBMv_dUcyIFTElB2IAipaRPnHtnde_4J14r7NNHf6-bP6IqXkDe3criehiJ8EYoM0BBEOnfUrzE3rLt0SwXFIsYxa16BJf-rPHE6aDLU/s1600/IMG_20140624_121822909_HDR.jpg
7161,Maeterlinck acompanhou De Rossi no Instituto de Radiologia,,10:27,Sérgio Fraiman,"Como coordenador médico da Copa do Mundo em Natal, o médico Maeterlinck Rêgo acompanhou o volante italiano Daniele De Rossi no exame que foi realizado no último sábado no Instituto de Radiologia, no b",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgu2Q2ftlRl3_q3mcGeOBlePDt0kq0wwOMAUprw6hrGyrsbjpYmvpphPcQueZHu49uokQP7rLsGNyN6S8eZLECwx_nOfF3TIR_nlRLKUlCsxLxYFF1q1gvo5yWPljw_VPsxNu4XbQYgXyhQ/s1600/f23531bd56e08faad1dd55228205bc8c.jpg
5969,Treino em dois períodos no CT,,08:55,Sérgio Fraiman,"Mais um dia com expediente em tempo integral para os jogadores do América no CT Abílio Medeiros. Agora pela manhã, acontece um trabalho físico na caixa de areia e no turno vespertino, a partir das 15h",http://www.blogger.com/img/icon18_edit_allbkg.gif
1850,Fabiano Souza na Copa do Mundo,,08:15,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhDhQ4Er_X4U9V9fECclVLCiqKfMNUTub93OtB8xchivddw_EIz-QO8FwB_3nDQGHF6-OJy_gpTDc05vDMi_QYAID4iVKvSIYY3EUzzE4JLVB7XoObADiKgIqsJa6JuFRCkblG37xJwRQ4f/s1600/d3e731f79cfa13e76418b8c5e1f716d6-670x447.jpg
2612,Jaime Júnior na Copa do Mundo,,08:09,Sérgio Fraiman,"Amigo Sérgio, veja um registro do primeiro jogo internacional da Arena das Dunas, México x Camarões.Eu, ao lado de um camaronês, estudante de Direito, que reside em Natal, momentos antes do jogo.Abraç",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjCTR5NZWTVDJ_FNl9yd_VFLgYsBtqPAFg1r15zWeetRwBVcIcuH8vD0ToFQWz1B91qOF8SjRVqZfEWQ1qAcCaSLf5Lit6L0PvJfjJKgjahV0CdWD9RBaupp3AS7Jpl7GhEDRxiJQ14LgjV/s1600/Foto-0029.jpg
2696,Aniversário de Júnior,,06:00,Sérgio Fraiman,"Quem comemora mais um aniversário nesta terça-feira é o grande Júnior, ex-funcionário da tesouraria do América. Ele festeja 59 anos, sendo que desses 24 foram dedicados ao América. Atualmente, Júnior ",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhBorSkAq5FdO9kNmqjCvR7XyfbmT9HdGg0nYvG9cDvaVis9LMyayNX7DEWgNx_z2kHNSZbT2TMO_sfNMQe11twsX9FwNzy6kGP5cVT2TjemTY1v9tpizaT4YXTYTqUjZ38nc8DcfEaS5jf/s1600/JR1.jpg
9812,Maeterlinck Rêgo é agraciado pela FIFA,23 de jun. de 2014,20:24,Sérgio Fraiman,"No último sábado, o Dr. Maeterlinck Rêgo participou de um jantar oferecido pela FIFA na churrascaria Fogo & Chama. Na oportunidade, ele recebeu um agradecimento e uma lembrança da instituição através ",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgyYT7e18GhEMykPXBB-cT7bFvcm2OmSRWr4s3a4EaRfKEE8K3S1Ddk2WMuaRS9U5sKm9xsfP2Lf6oapAUcUTO0dL743KtrdYAifIAXo911RAG37U2REYrclTWzD0JPOGqc0eVDwS355dEM/s1600/faca3bb0ade0374e1c249f03ba8647de.jpg
6287,Amistoso até agora só contra o Globo,,09:50,Sérgio Fraiman,"O gerente de futebol Carlos Moura Dourado informou que ainda não há definição quanto ao adversário para o amistoso do próximo dia 28. Por enquanto, o América tem confirmado apenas o amistoso contra o ",http://www.blogger.com/img/icon18_edit_allbkg.gif
7453,Treino apenas pela manhã,,07:29,Sérgio Fraiman,"Os jogadores do América realizam um treino físico/técnico nesta segunda-feira, a partir das 8h30min, no CT Abílio Medeiros. Não haverá treino no período da tarde, por conta do jogo da seleção brasilei",http://www.blogger.com/img/icon18_edit_allbkg.gif
2546,Luís Henrique na Copa do Mundo,,07:16,Sérgio Fraiman,"Oi Sérgio, Segue aí o registro da minha ida ao jogo Brasil X México. Abs, Luis Henrique Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Verme",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgBEeish7b5fP52dyvqRKUaLpGvnUTtmsK78n4D8QjQHF6-0XecBETZSm6Eo2xHW2miPu7XeltgSBu0I4U4QKOdSKdJaygPVUOzka6Z-PJG5FNOR26YSAsU-ZwiLPpKusLhjqUN2K-7d0ZS/s1600/IMG-20140617-WA0023.jpg
5412,Robson Filho na Copa do Mundo,,07:12,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjIr8sjRuaWGQ4KtP8vXf5XgxFx_fW41MQiQtpnWOtwyRwpZokkMK5JtcQQb8_kVVGv9TKV2Htlsfclx1p3tFglL0XnmjYLdOdaNbRFjRIJNvuA_s10Z1L2htZqKawvZcFCfEkK6aHTchA_/s1600/10411954_1446503338933343_3100193282502524516_n(1).jpg
8713,Marcos Adriano na Copa do Mundo,,07:11,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhkf4FN52My6j6n3p-qUn1yNX51ut279-cW1DrWfz6mZqHwdQZir720my_EQPOGg2fzJ7gwO1lj36pq_JRFqFoq7qL5nW1US0Nkukq_nJCjtlVyiWQKZBKswLhD35u3wk1ttjG9dQgsNBQz/s1600/20140619_210803.jpg
3357,Marquinhos Toscano na Copa do Mundo,,07:09,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEinpS__6beoqT-74syCpOyWRFwNCq4DUdgvDlguIkqAnVnJ3_SDnnaJLisSQZYHE3AhV7-zE4dWKMsHCDd8OrZmqOOyfJVWHKCqnQybDXT_6PWudYdcZQ15Jckt7SOxH-8MwrnDPIzcm69H/s1600/IMG_20140616_203850.jpg
5312,Naldo Ferreira na Copa do Mundo,22 de jun. de 2014,08:11,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhrFxVi2pPwJjdF8OmYbc2Ta2QyjaZ3U9LTl3QkaJvodHDhPqSif9zFjDvzgTI5T71u8M1cVrNK3CB9N9qzo_zvBpcbhY4xdebXsq_yEBB1uVcu7WuP5CHf37So0l9DVdCWqfgeL5t_fBrt/s1600/149917_418777324927402_5924224197501954682_n.jpg
6582,Master fez jogo festivo contra norte-americanos,21 de jun. de 2014,17:16,Sérgio Fraiman,"Contando com a presença de Moura, Baíca e Helinho, a equipe master do Mecão realizou um jogo festivo, na manhã deste sábado, no estádio do SESI, contra um grupo de norte-americanos que vieram para Nat",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhPPJQab6i_Bd5v1PSzvoqW3RsgV_fbV1U91gfEvCYOJ_oLo2pdi5ynFMocGQFANdLvNr_bhSvchSqiXXPCfHQyb41Wq0l_40jROq790ae1GMGJgUyqpJf79pqNJ3V4iAKQjNXkmkzEMe5I/s1600/4b25e8c364798bae9250fa23ba3c4935.jpg
2215,Marllos Fram na Copa do Mundo,21 de jun. de 2014,15:50,Sérgio Fraiman,"Boa tarde Sérgio, Estive presente no Arena das Dunas para assistir ao jogo da Copa do Mundo Japão x Grécia. Não poderia esquecer de levar a camisa e a bandeira do nosso Mecão. Abraços Marllos Fram Se ",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEizJ0xanerU2UhTSTxKYA630u5B4DMpUqMoCJf_9jr9dSiGN_CKLfDzcK0kVzbOh9jQz7R9t6i25cGJk_W3Xf342PCGR6oInlOcinjMgznBrrpwzsIrAR-pJXtFZYfsgl8vIx-znV3sdzdN/s1600/20140619_205720.jpg
8188,Rodrigo Costa na Copa do Mundo,,11:13,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgqcx7EtjG0pEKLNJS_AuaTlf7Mo_JzEnCVBZH4pj2CDmqReKBGxh2NiFL9GinumLjnDjJVdAThcoRVqoz1ON63B2GYwQ5hKC6ZGGvH-P_NJZ1UHGrZz3ByraH6NG4G4_rqBDdECbLSPrTr/s1600/DSC05101(1).JPG
5410,Treino em tempo integral,,09:42,Sérgio Fraiman,"Visando a partida do próximo dia 15/7 contra o Bragantino, o elenco americano volta a trabalhar em tempo integral neste sábado. Agora pela manhã acontece um treino físico e no período da tarde (15h30m",http://www.blogger.com/img/icon18_edit_allbkg.gif
5217,"Renato, Helder e Bruno na Copa do Mundo",,09:36,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjN0R68-MZFFTffVyDpouueaQit7TzBTr_JKuoK5khLH7bku7dlv32_VPqQl6tTiMa3xPd4goVDLJB_ctmqazoj7NOqrlpAUmbWa76Cg32rDzSzeSUkdyG8y8xffLVeH_Fx4G9woQcmT_r_/s1600/293980bae894cceb54d7f3ba26e970a6.jpg
3383,Vancarla e Deyvson na Copa do Mundo,,09:13,Sérgio Fraiman,"Bom dia Sérgio, Estivemos presentes no Arena das Dunas para o jogo da copa Japão e Grécia. Não poderíamos esquecer de levar nossa grande paixão, o mecão.Abraços Vancarla e Deyvson Se você foi para alg",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiSNoGS25dgcseAfJHIo1-t4xA3ZbwJQyuuWI9Y0ucPxN2zkHQolN0Hri9ZJZe3rwd4wbuxQP0g-6eBw3tOrqEB8AvlFfou0QqSJwDzgk8Q1VBnzMl24RvS-Gb6HyzvoSsHffBXgZC7npq_/s1600/IMG_20140619_194521_781.jpg
7026,A sede social será reformada,,08:55,Sérgio Fraiman,"A mudança de endereço da sede social é apenas provisória, por conta da instalação da Casa Cor, grande evento arquitetura, decoração e paisagismo que acontecerá entre os meses de outubro e novembro. Lo",http://www.blogger.com/img/icon18_edit_allbkg.gif
9580,Clayton e Mariana na Copa do Mundo,,08:02,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhPDjJDtniNuvU2AVxxDyGVXNZBMFsBzmDJPERiP4zLCnYu6cvcrhd3Qpi7p1shLUxbzWIv7eWZx3uoPNTDIpkw0YxoMu-HOyYfBNPVkGalQUB9GvZf35qtUElD_45W6eyy_OrE_yw-mvav/s1600/2014-06-19_19.52.18.jpg
4076,Olívio e Samuel na Copa do Mundo,20 de jun. de 2014,22:21,Sérgio Fraiman,"Caro Sérgio, Gostaria que publicasse a minha foto com meu filho, Samuel, ambos sócios dragão, com a camisa do MECÃO no jogo Japão e Grécia. Grande abraço de um leitor diário. Olívio Se você foi para a",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjIJRPPCx7bTLhxm1Sh6aDivtVvT9YlcXU749jnfb86RWk5Rs3MU1phQX8K4u8dRhYKkBd4hcF4v8Kb0BzwmFAU9r16i7U22wmiXfHPacy1F3eB8h0SRsp_jwbDWMOnaq2ji9I496rRiLcH/s1600/foto+20.06.jpg
5078,Mensagem do goleiro Andrey,,22:17,Sérgio Fraiman,,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgXLDVxrVkDlkeL-3f9JCOwJfs35R2474j4_MxZHf7As8sHLIddJDDEBOhkNX3r-m362QBqCPnS-KM8h19xIB6qu2V_FdvDs0SgDjCKclOv11zLOQi7OlYmiIUPL4RnXqR15ZJm_sjJMKxt/s1600/mensagem+de+Andrey.png
6405,Gabriel Matoso na Copa do Mundo,,20:37,Sérgio Fraiman,"Boa noite, Sérgio.Envio a minha foto na Arena das Dunas, com o manto alvirrubro e a bandeira nas cores mais bonitas do mundo.Obrigado,GABRIEL MATOSO Se você foi para algum estádio da Copa com a camisa",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhAfbV_YnTIYjow1I7j3AhTr-XhsWL51zUrDjwTAtcwREA1GZkIa1iKDe1oP3k8UfmCW7-MWLI2dqEzhXhnzzNeu5WzvtRbnJg5UmRaHWdTU-fzA5DOu1VEZPUgRk8UTne3RaPQhfu1cPQ0/s1600/arena+das+dunas.jpg
8209,João e Pedro na Copa do Mundo,,20:34,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgA3GtmFJg6WdFm1lQ5r4mA5TYZOfDUmNLAY__LfAi2irghSL5sDAy8AP_HDEhP7oCQLzoeTU9ONDtGkCqZ735dhPwNqZfm3NJ4iVd9Bevwe4USKXsgQN2en727syz-Kn7fnb2TQf59zOW7/s1600/ph+jf.jpeg
5612,Allison Silva na Copa do Mundo,,20:32,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhpWH5_EEQfyKpXRww8dvqnKwscQdDXQ_wofDw0vxXXajQTC2EzgC7I51_NEJ2MAYcCTxJL4zpiGDjOXH69__WJuRm-dMc1G2ze-BRGExCfcpKcif-sZGeY35YeqaDHwOu5OnRQkqeG5WRf/s1600/10393829_519954094794520_1479658615189713725_n.jpg
4310,Manoel Salviano na Copa do Mundo,,20:30,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi9Lp2KqRDj8A2-schxg0uzmOpiBJPPR9fPTkJ4WxghQq4pEtQwx797iGE47oEp8ctKbr0NGnXrgWQV8WFXElpH1QldPlYbIPQb3cOxhMZN4FzK2uVVWuy4KPBq_YVKIIJfowLmNjEYf5-S/s1600/10384448_732150120181383_4253515142511257561_n.jpg
9735,Breno Dantas e Bruno Antunes na Copa do Mundo,,20:28,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEho1dq71ib56CS_EU_GP5FYG7Na2MRXaf_8Ro2zo3qnGC4gbENaaMoOocHkWM9LlXNXoPMJmrOwQ5DaY3NuN82uY4PD0d-kCPLwjkJ9C_U9_duUU5ooLgMg1C3yKWPkpa0sfLx1za3ZWius/s1600/IMG-20140619-WA0097.jpg
1425,Ricardo César e Ricardo Augusto na Copa do Mundo,,20:22,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgv7Pn44N4wp6eeVyhhQ9mjBniNqJ41M9PmE1SXXGETeWHmduUwNZW7a-YJMcU29DeNzUPOPexAdWL01ZcI8QCjERlTH4jy5Vr1vIY_tgk9lkvlKHJ_Gu2c-E5tFohDRMGo_U_1f7H7EU32/s1600/foto(8).JPG
5220,Robério Souto na Copa do Mundo,,20:20,Sérgio Fraiman,"Bom noite Sergio! Segue foto no jogo Japão x Grécia, Onde conhecemos o camarada japonês Tossy, que ao final da partida, entreguei a ele como presente o manto do Mecão e ele já saiu usando. Saudações A",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh-imd_4AiI57lTCutNN6F_GL4MopFCG0Yo6zl4zusnU-4dSWu-EnRqm8zbvTwmIsH4UARP4WtJagfLwU5JunklMNWQTbHrnHn_vL5f5jLxwHa-LhjuKhJxhcNuVIvKoPyXaYmjMMd9rF4s/s1600/IMG_20140619_205455.jpg
4066,Raphael Holanda na Copa do Mundo,,20:16,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhPFI8tEkr0InpHeEIVMMyX31Ior_zz1u1OjHZDnvGXm7bPGTio4IwVnS636SiWMe_3eDQynaapLIhLr1QmdB730AFN_j-hdar9RLZ5bElthZMn9qct-ozZu8TfiXfu1tBYzA441DUKTAG-/s1600/foto(6).JPG
1310,Rodrigo Augusto na Copa do Mundo,,20:13,Sérgio Fraiman,"Olá Sergio,Estou enviando algumas fotos minhas com a camisa e a bandeira do MECÃO no jogo da copa do mundo do Japão X Grecia na Arena das Dunas...AbraçoRodrigo Augusto Cavalcante da Silva Se você foi ",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhJo2WaWFoA0x5KB9EV4hfTbGhL-fk57jFCxbwB2-gRf7aEIk0l0_pE9mr5LKhnVkSb6wi9OvXxsJEPk18TISOXffSIpj7BbDrZSzY79HqSksDs7on6Ya7Xu4QEgVYQNCmHs09jV2OP-nRC/s1600/WP_20140619_18_22_33_Pro.jpg
9042,Jamilson Medeiros na Copa do Mundo,,20:08,Sérgio Fraiman,"Prezado Sérgio!!!Segue em anexo fotos minhas no jogo Japão x Grécia com o manto sagrado e camisa do Mecão.Atenciosamente,Jamilson Medeiros Se você foi para algum estádio da Copa com a camisa ou bandei",https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjteiOASy9f1R4jeSOdrCohwxXJMdVRfDujCbva_PcuJ9Iw7_XFlYC2Oy8d2xo16FTcxRyEz4qaBHcGiR2WqUwH94MOM1cwrrab1vmcC82HjPFnzuHbTlpB1vflS-ys9rXtw34GZEHzSUuJ/s1600/017.JPG
3783,Informativo,,17:59,CARLOS,,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgqC95sfBIrxsyJyeclQmfJJMw4KJKRNpiFpRue2yr1Lsi41VJVupZvAzsMhhrQEVGT_5IoahZl_TjOenfknOTM94W9LN49NsIY5_bUyGwoDqMq0d0chYz4sU-AoPxlIuVxycwBlRI8gr0/s640/blogger-image--1112568568.jpg
4529,"Xeu, Andinho Jr. e Alexandre Martins na Copa do Mundo",,17:53,CARLOS,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhZXL7VcogzzS9zuuU8KlmGb43rrvAhDKYt-qxRydTD6kj7japR2jeqyqmJAYoRhrMC9YwArf-1hP2UbtWLCcsrl7soTeESi1Y9OhOM9Oiuc7YefJpJmRYhlz9wNAlodnpIK4rS0ohDy6g/s1600/3.JPG
8256,Dudu deverá ficar 4 meses afastado,,16:52,Sérgio Fraiman,"Sob o comando do Dr. Márcio Rêgo, a cirurgia do volante Dudu durou cerca de uma hora e foi coberta de êxito. O jogador sofreu uma fratura do maléolo lateral da fíbula e uma lesão ligamentar do tornoze",http://www.blogger.com/img/icon18_edit_allbkg.gif
7764,Gilson Lacerda (agora) na Copa do Mundo,,12:57,Sérgio Fraiman,Se você foi para algum estádio da Copa com a camisa ou bandeira do Mecão e que ver a sua foto publicada no Vermelho de Paixão é só enviá-la para o e-mail sergionatalrn@gmail.com.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiBT3pAyNzHa4sssSw6KWKnobdRCeFDGuJ-8dS6wdGd2cbkV81Q-izsWCTjTlCu7sLwwq8A2C0pFdqPUK5llWZafRvEGv058u_whuzH6Ix__6rBeKsdXuEB90G5zZtSrZa2FrlC-emQeylT/s1600/fc1b7ebaf52a83ffd38ad799bd5e157a.jpg
